original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
SMALL BOWEL NEUROENDOCRINE TUMOR,Small Intestinal Neuroendocrine Neoplasm,NCIT:C5803,NCIT
SMALL BOWEL WELL-DIFFERENTIATED NEUROENDOCRINE TUMOR,Small Intestinal Neuroendocrine Neoplasm<;>Well Differentiated,NCIT:C5803<;>NCIT:C14171,NCIT
SALIVARY DUCT CARCINOMA,Salivary Duct Carcinoma,NCIT:C5904,NCIT
POORLY DIFFERENTIATED THYROID CARCINOMA,Poorly Differentiated Thyroid Gland Carcinoma,NCIT:C6040,NCIT
POORLY DIFFERENTIATED THYROID CANCER,Poorly Differentiated Thyroid Gland Carcinoma,NCIT:C6040,NCIT
THYROID POORLY DIFFERENTIATED,Poorly Differentiated Thyroid Gland Carcinoma,NCIT:C6040,NCIT
THPD,Poorly Differentiated Thyroid Gland Carcinoma,NCIT:C6040,NCIT
THYROID SARCOMA,Thyroid Gland Sarcoma,NCIT:C6041,NCIT
THYROID_SARCOMA,Thyroid Gland Sarcoma,NCIT:C6041,NCIT
ONCOCYTIC ADENOMA OF THE THYROID,Thyroid Gland Oncocytic Adenoma,NCIT:C6042,NCIT
MEDULLARY CARCINOMA OF THE COLON,Colon Medullary Carcinoma,NCIT:C60641,NCIT
ASTROCYTOMA,Astrocytoma,NCIT:C60781,NCIT
ASTROCYTOMA_GRADE_IV,Astrocytoma,NCIT:C60781,NCIT
ASTROCYTOMA_GRADE_III,Astrocytoma,NCIT:C60781,NCIT
FOLLICULAR,Follicle,NCIT:C61362,NCIT
URETHRAL SQUAMOUS CELL CARCINOMA,Urethral Squamous Cell Carcinoma,NCIT:C6165,NCIT
URETHRAL UROTHELIAL CARCINOMA,Urethral Urothelial Carcinoma,NCIT:C6166,NCIT
URETHRAL ADENOCARCINOMA,Urethral Adenocarcinoma,NCIT:C6167,NCIT
COLLECTING DUCT RENAL CELL CARCINOMA,Collecting Duct Carcinoma,NCIT:C6194,NCIT
OVARIAN GRANULOSA CELL TUMOR,Ovarian Granulosa Cell Tumor,NCIT:C6261,NCIT
ENDOMETRIOID ENDOMETRIAL ADENOCARCINOMA,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,NCIT
UTERINE ENDOMETRIOID CARCINOMA,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,NCIT
COPY-NUMBER LOW ENDOMETRIOD,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,NCIT
UTERINE ENDOMETRIOID,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,NCIT
UCEC ENDO,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,NCIT
UTERINE ADENOSARCOMA,Uterine Corpus Adenosarcoma,NCIT:C6336,NCIT
UTERINE SARCOMA,Uterine Corpus Sarcoma,NCIT:C6339,NCIT
UTERINE_SARCOMA,Uterine Corpus Sarcoma,NCIT:C6339,NCIT
"UTERINE SARCOMA, OTHER",Uterine Corpus Sarcoma,NCIT:C6339,NCIT
UTERINE SARCOMA/MESENCHYMAL,Uterine Corpus Sarcoma<;>Mesenchymal,NCIT:C6339<;>NCIT:C25721,NCIT
UTERINE LEIOMYOSARCOMA,Uterine Corpus Leiomyosarcoma,NCIT:C6340,NCIT
SARCOMA LEIOMYO,Uterine Corpus Leiomyosarcoma,NCIT:C6340,NCIT
SARC LMS,Uterine Corpus Leiomyosarcoma,NCIT:C6340,NCIT
CERVICAL ENDOMETRIOID CARCINOMA,Cervical Endometrioid Adenocarcinoma,NCIT:C6343,NCIT
ENDOMETRIOID ADENOCARCINOMA OF ENDOCERVIX,Cervical Endometrioid Adenocarcinoma,NCIT:C6343,NCIT
CERVICAL CLEAR CELL CARCINOMA,"Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type",NCIT:C6344,NCIT
CERVICAL ADENOID CYSTIC CARCINOMA,Cervical Adenoid Cystic Carcinoma,NCIT:C6346,NCIT
PDA - UNDIFFERENTIATED CARCINOMA WITH OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,NCIT:C63622,NCIT
PDA - UNDIFFERENTIATED CARCINOMA WITH SPINDLING AND OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,NCIT:C63622<;>NCIT:C27004,NCIT
MIXED INVASIVE DUCTAL AND INVASIVE LOBULAR,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,NCIT:C6393,NCIT
INVASIVE MIXED DUCTAL AND LOBULAR CARCINOMA,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,NCIT:C6393,NCIT
UNCLASSIFIED,Unclassified,NCIT:C64486,NCIT
THYMIC EPITHELIAL TUMOR,Thymic Epithelial Neoplasm,NCIT:C6450,NCIT
THYMOMA; TYPE A,Thymoma Type A,NCIT:C6454,NCIT
TYPE ATHYMOMA,Thymoma Type A,NCIT:C6454,NCIT
 TYPE A,Thymoma Type A,NCIT:C6454,NCIT
 TYPE ATHYMOMA,Thymoma Type A,NCIT:C6454,NCIT
THYMOMA; TYPE ATHYMOMA; TYPE AB,Thymoma Type A<;>Thymoma Type AB,NCIT:C6454<;>NCIT:C6885,NCIT
TC:SCC,Thymic Squamous Cell Carcinoma,NCIT:C6455,NCIT
DEDIFFERENTIATED CHONDROSARCOMA,Dedifferentiated Chondrosarcoma,NCIT:C6476,NCIT
DEDIFFERENTIATED,Dedifferentiated Chondrosarcoma,NCIT:C6476,NCIT
INFLAMMATORY MYOFIBROBLASTIC TUMOR,Inflammatory Myofibroblastic Tumor,NCIT:C6481,NCIT
FIBROBLASTIC MYOFIBROBLASTIC TUMOR,Inflammatory Myofibroblastic Tumor,NCIT:C6481,NCIT
PLEXIFORM FIBROHISTIOCYTIC TUMOR,Plexiform Fibrohistiocytic Tumor,NCIT:C6493,NCIT
MYXOFIBROSARCOMA,Myxofibrosarcoma,NCIT:C6496,NCIT
MYXOID FIBROSARCOMA,Myxofibrosarcoma,NCIT:C6496,NCIT
WELL-DIFFERENTIATED LIPOSARCOMA,Atypical Lipomatous Tumor/Well Differentiated Liposarcoma,NCIT:C6505,NCIT
WELL DIFFERENTIATED LIPOSARCOMA,Atypical Lipomatous Tumor/Well Differentiated Liposarcoma,NCIT:C6505,NCIT
NON_SMALL_CELL_CARCINOMA,Non-Small Cell Carcinoma,NCIT:C65151,NCIT
MALIGNANT SMALL CELL TUMOR,"Malignant Tumor, Small Cell Type",NCIT:C65154,NCIT
SPINDLE CELL RHABDOMYOSARCOMA,Spindle Cell Rhabdomyosarcoma,NCIT:C6519,NCIT
TUBULAR_ADENOCARCINOMA,Tubular Adenocarcinoma,NCIT:C65192,NCIT
"ADENOCARCINOMA, TUBULAR",Tubular Adenocarcinoma,NCIT:C65192,NCIT
MODERATELY DIFFERENTIATED TUBULAR ADENOCARCINOMA,Tubular Adenocarcinoma<;>Moderately Differentiated,NCIT:C65192<;>NCIT:C14162,NCIT
WELL DIFFERENTIATED TUBULAR ADENOCARCINOMA,Tubular Adenocarcinoma<;>Well Differentiated Adenocarcinoma Cell,NCIT:C65192<;>NCIT:C36796,NCIT
SYNOVIAL SARCOMA - MONOPHASIC,Monophasic Synovial Sarcoma,NCIT:C6534,NCIT
MYXOMA,Myxoma,NCIT:C6577,NCIT
OSSIFYING FIBROMYXOID TUMOR,Ossifying Fibromyxoid Tumor,NCIT:C6582,NCIT
EXTRARENAL RHABDOID TUMOR,Extrarenal Rhabdoid Tumor,NCIT:C6586,NCIT
MEDULLARY CARCINOMA,"Medullary Carcinoma, Not Otherwise Specified",NCIT:C66718,NCIT
MEDULLARY,"Medullary Carcinoma, Not Otherwise Specified",NCIT:C66718,NCIT
ADENOCARCINOMA WITH NE FEATURES,Adenocarcinoma with Neuroendocrine Differentiation,NCIT:C66745,NCIT
METATYPICAL,Skin Metatypical Carcinoma,NCIT:C66903,NCIT
MUCINOUS ADENOCARCINOMA OF ENDOCERVICAL TYPE,"Mucinous Adenocarcinoma, Endocervical Type",NCIT:C66953,NCIT
ROSETTE-FORMING GLIONEURONAL TUMOR OF THE FOURTH VENTRICLE,Rosette-Forming Glioneuronal Tumor of the Fourth Ventricle,NCIT:C67559,NCIT
SMALL CELL NEUROENDOCRINE CARCINOMA OF GALLBLADDER,Gallbladder Small Cell Neuroendocrine Carcinoma,NCIT:C6763,NCIT
SMALL CELL CARCINOMA OF  GALLBLADDER,Gallbladder Small Cell Neuroendocrine Carcinoma,NCIT:C6763,NCIT
SMALL CELL CARCINOMA OF THE STOMACH,Gastric Small Cell Neuroendocrine Carcinoma,NCIT:C6764,NCIT
GASTRIC_SMALL_CELL,Gastric Small Cell Neuroendocrine Carcinoma,NCIT:C6764,NCIT
PROSTATE SMALL CELL CARCINOMA,Prostate Small Cell Neuroendocrine Carcinoma,NCIT:C6766,NCIT
PROSTATE_SMALL_CELL,Prostate Small Cell Neuroendocrine Carcinoma,NCIT:C6766,NCIT
EPENDYMOMAL TUMOR,Ependymal Tumor,NCIT:C6770,NCIT
DERMATOFIBROMA,Skin Fibrous Histiocytoma,NCIT:C6801,NCIT
"PROSTATE ADENOCARCINOMA, NOT OTHERWISED SPECIFIED, WITH DUCTAL FEATUES",Prostate Ductal Adenocarcinoma,NCIT:C6813,NCIT
ADENOCARCINOMA PROSTATE WITH PROMINENT DUCTAL DIFFERENTIATION IDENTIFIED,Prostate Ductal Adenocarcinoma,NCIT:C6813,NCIT
25-30% DUCTAL COMPONENT,Prostate Ductal Adenocarcinoma,NCIT:C6813,NCIT
SINONASAL SQUAMOUS CELL CARCINOMA,Sinonasal Squamous Cell Carcinoma,NCIT:C68611,NCIT
MDS WITH ISOLATED DEL5Q,Myelodysplastic Syndrome with Isolated del(5q),NCIT:C6867,NCIT
MYELODYSPLASTIC SYNDROME ASSOCIATED WITH ISOLATED DEL5Q,Myelodysplastic Syndrome with Isolated del(5q),NCIT:C6867,NCIT
SOLID PAPILLARY CARCINOMA OF THE BREAST,Breast Solid Papillary Carcinoma,NCIT:C6870,NCIT
HER2+,HER2/Neu Positive,NCIT:C68748,NCIT
LARGE CELL NEUROENDOCRINE CARCINOMA,Large Cell Neuroendocrine Carcinoma,NCIT:C6875,NCIT
MIXED ACINAR-NEUROENDOCRINE CARCINOMA,Pancreatic Mixed Acinar-Neuroendocrine Carcinoma,NCIT:C6878,NCIT
PDA - MIXED DUCTAL ENDOCRINE CARCINOMA,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,NCIT:C6879,NCIT
THYMOMA; TYPE AB,Thymoma Type AB,NCIT:C6885,NCIT
 TYPE AB,Thymoma Type AB,NCIT:C6885,NCIT
AB,Thymoma Type AB,NCIT:C6885,NCIT
THYMOMA; TYPE B1,Thymoma Type B1,NCIT:C6887,NCIT
TYPE B1THYMOMA,Thymoma Type B1,NCIT:C6887,NCIT
 TYPE B1,Thymoma Type B1,NCIT:C6887,NCIT
 TYPE B1THYMOMA,Thymoma Type B1,NCIT:C6887,NCIT
B1,Thymoma Type B1,NCIT:C6887,NCIT
THYMOMA; TYPE B1THYMOMA; TYPE B2,Thymoma Type B1<;>Thymoma Type B2,NCIT:C6887<;>NCIT:C6888,NCIT
THYMOMA; TYPE B2,Thymoma Type B2,NCIT:C6888,NCIT
TYPE B2THYMOMA,Thymoma Type B2,NCIT:C6888,NCIT
 TYPE B2,Thymoma Type B2,NCIT:C6888,NCIT
 TYPE B2THYMOMA,Thymoma Type B2,NCIT:C6888,NCIT
B2,Thymoma Type B2,NCIT:C6888,NCIT
THYMOMA; TYPE B2THYMOMA; TYPE B3,Thymoma Type B2<;>Thymoma Type B3,NCIT:C6888<;>NCIT:C7997,NCIT
EPITHELIOID TROPHOBLASTIC TUMOR,Epithelioid Trophoblastic Tumor,NCIT:C6900,NCIT
ATYPICAL TERATOID/RHABDOID TUMOR,Atypical Teratoid/Rhabdoid Tumor,NCIT:C6906,NCIT
ATRT,Atypical Teratoid/Rhabdoid Tumor,NCIT:C6906,NCIT
ATYPICAL TERATOID RHABDOID TUMOR ATRT,Atypical Teratoid/Rhabdoid Tumor,NCIT:C6906,NCIT
PRIMARY EFFUSION LYMPHOMA,Primary Effusion Lymphoma,NCIT:C6915,NCIT
B_CELL_PRIMARY_EFFUSION,Primary Effusion Lymphoma,NCIT:C6915,NCIT
SWEAT GLAND CARCINOMA/APOCRINE ECCRINE CARCINOMA,Sweat Gland Carcinoma,NCIT:C6938,NCIT
ANAPLASTIC OLIGOASTROCYTOMA,Anaplastic Oligoastrocytoma,NCIT:C6959,NCIT
PINEAL PARENCHYMAL TUMOR OF INTERMEDIATE DIFFERENTIATION,Pineal Parenchymal Tumor of Intermediate Differentiation,NCIT:C6967,NCIT
PLEXIFORM SCHWANNOMA,Plexiform Schwannoma,NCIT:C6969,NCIT
MELANOTIC SCHWANNOMA,Melanotic Schwannoma,NCIT:C6970,NCIT
PAPILLARY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,NCIT:C6975,NCIT
KIDNEY PAPILLARY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,NCIT:C6975,NCIT
PAPILLARY KIDNEY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,NCIT:C6975,NCIT
KIRP,Papillary Renal Cell Carcinoma,NCIT:C6975,NCIT
BASALOID PENILE SQUAMOUS CELL CARCINOMA,Basaloid Squamous Cell Carcinoma of the Penis,NCIT:C6980,NCIT
CNS EMBRYONAL NOS,Central Nervous System Embryonal Tumor,NCIT:C6990,NCIT
CNS GERMINOMA,Central Nervous System Germinoma,NCIT:C7009,NCIT
TRILATERAL,Trilateral Retinoblastoma,NCIT:C7019,NCIT
BARRETT_ASSOCIATED_ADENOCARCINOMA,Barrett Adenocarcinoma,NCIT:C7027,NCIT
MYOFIBROMA,Myofibroma,NCIT:C7052,NCIT
MATURE B-CELL LYMPHOMA,Mature B-Cell Non-Hodgkin Lymphoma,NCIT:C7056,NCIT
MESENCHYMAL NEOPLASM,Mesenchymal Cell Neoplasm,NCIT:C7059,NCIT
LYMPHOID NEOPLASM,Lymphocytic Neoplasm,NCIT:C7065,NCIT
ONCOCYTOMA,Oncocytic Neoplasm,NCIT:C7072,NCIT
ONCOCYTIC,Oncocytic Neoplasm,NCIT:C7072,NCIT
LIVER TUMOR,Liver and Intrahepatic Bile Duct Neoplasm,NCIT:C7103,NCIT
ENDOMETRIOID,Endometrioid Tumor,NCIT:C7113,NCIT
INTRACHOLECYSTIC PAPILLARY NEOPLASM,Gallbladder Intracholecystic Papillary Neoplasm,NCIT:C7130,NCIT
TN,Triple-Negative Breast Cancer Finding,NCIT:C71428,NCIT
SMOLDERING MYELOMA,Smoldering Plasma Cell Myeloma,NCIT:C7149,NCIT
ERYTHROLEUKEMIA,Erythroleukemia,NCIT:C7152,NCIT
WELL-DIFFERENTIATED THYROID CANCER,Differentiated Thyroid Gland Carcinoma,NCIT:C7153,NCIT
CLASSICAL HODGKIN LYMPHOMA,Classic Hodgkin Lymphoma,NCIT:C7164,NCIT
REFRACTORY ANEMIA WITH EXCESS BLASTS-1,Myelodysplastic Syndrome with Excess Blasts-1,NCIT:C7167,NCIT
MDS WITH EXCESS BLASTS-1,Myelodysplastic Syndrome with Excess Blasts-1,NCIT:C7167,NCIT
RAEB1,Myelodysplastic Syndrome with Excess Blasts-1,NCIT:C7167,NCIT
REFRACTORY ANEMIA WITH EXCESS BLASTS-2,Myelodysplastic Syndrome with Excess Blasts-2,NCIT:C7168,NCIT
MDS WITH EXCESS BLASTS-2,Myelodysplastic Syndrome with Excess Blasts-2,NCIT:C7168,NCIT
PRIMARY DLBCL OF THE CNS,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,NCIT:C71720,NCIT
DIFFUSE ASTROCYTOMA,Diffuse Astrocytoma,NCIT:C7173,NCIT
AML WITH RECURRENT GENETIC ABNORMALITIES,Acute Myeloid Leukemia with Recurrent Genetic Abnormalities,NCIT:C7175,NCIT
PRIMARY CUTANEOUS CD30 POSITIVE T-CELL LYMPHOPROLIFERATIVE DISORDERS,Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder,NCIT:C7195,NCIT
BLASTIC PLASMACYTOID DENDRITIC CELL NEOPLASM,Blastic Plasmacytoid Dendritic Cell Neoplasm,NCIT:C7203,NCIT
HODGKIN LYMPHOMA-LIKE PTLD,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder,NCIT:C7239,NCIT
BASALOID LARGE CELL CARCINOMA OF THE LUNG,Lung Basaloid Large Cell Carcinoma,NCIT:C7266,NCIT
LUNG BRONCHIOLOALVEOLAR CARCINOMA MUCINOUS,Lung Mucinous Adenocarcinoma,NCIT:C7268,NCIT
LUNG BRONCHIOLOALVEOLAR CARCINOMA NONMUCINOUS,Lung Non-Mucinous Adenocarcinoma,NCIT:C7269,NCIT
"MINIMALLY INVASIVE ADENOCARCINOMA, NON-MUCINOUS 82502",Minimally Invasive Lung Non-Mucinous Adenocarcinoma,NCIT:C7269,NCIT
ACUTE MONOBLASTIC/MONOCYTIC LEUKEMIA,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
M5,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M5 EOSINOPHILIC/MONOCYTIC",Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
ACUTE MYELOGENOUS LEUKEMIA M5A,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
M5A,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M5 MONOCYTIC",Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
ACUTE MONOBLASTIC AND MONOCYTIC LEUKAEMIA,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,NCIT
TESTICULAR SEMINOMA,Testicular Seminoma,NCIT:C7328,NCIT
TGCT SEM,Testicular Seminoma,NCIT:C7328,NCIT
TGCT_SEMINOMA,Testicular Seminoma,NCIT:C7328,NCIT
GALLBLADDER ADENOSQUAMOUS CARCINOMA,Gallbladder Adenosquamous Carcinoma,NCIT:C7356,NCIT
ADENOSQUAMOUS CARCINOMA OF THE GALLBLADDER,Gallbladder Adenosquamous Carcinoma,NCIT:C7356,NCIT
ADENOSQUAMOUS CARCINOMA OF GALLBLADDER,Gallbladder Adenosquamous Carcinoma,NCIT:C7356,NCIT
ENDOMETRIAL ADENOCARCINOMA,Endometrial Adenocarcinoma,NCIT:C7359,NCIT
ENDOMETRIAL_ADENOCARCINOMA,Endometrial Adenocarcinoma,NCIT:C7359,NCIT
WELL DIFFERENTIATED ENDOMETRIAL ADENOCARCINOMA,Endometrial Adenocarcinoma<;>Well Differentiated,NCIT:C7359<;>NCIT:C14171,NCIT
"FOLLICULAR, PAPILLARY",Thyroid Gland Papillary and Follicular Carcinoma,NCIT:C7380,NCIT
"PAPILLARY, FOLLICULAR",Thyroid Gland Papillary and Follicular Carcinoma,NCIT:C7380,NCIT
HAIRY CELL LEUKEMIA,Hairy Cell Leukemia,NCIT:C7402,NCIT
HAIRY_CELL_LEUKEMIA,Hairy Cell Leukemia,NCIT:C7402,NCIT
"PAPILLARY CARCINOMA, DIFFUSE SCLEROSING VARIANT",Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,NCIT:C7427,NCIT
DIFFUSE SCLEROSING VARIANT,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,NCIT:C7427,NCIT
PAPILLARY INFILTRATING DUCTAL CARCINOMA-MAMMARY GLAND; BREAST,Breast Papillary Ductal Carcinoma with Invasion,NCIT:C7439,NCIT
PAPILLARY INFILTRATING DUCTAL CARCINOMA-MAMMARY GLAND,Breast Papillary Ductal Carcinoma with Invasion,NCIT:C7439,NCIT
PAPILLOMA,Papilloma,NCIT:C7440,NCIT
ACUTE MYELOMONOCYTIC LEUKEMIA,Acute Myelomonocytic Leukemia,NCIT:C7463,NCIT
M4,Acute Myelomonocytic Leukemia,NCIT:C7463,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M4 MYELOMONOCYTIC",Acute Myelomonocytic Leukemia,NCIT:C7463,NCIT
ACUTE MYELOMONOCYTIC LEUKAEMIA,Acute Myelomonocytic Leukemia,NCIT:C7463,NCIT
M4AUER,Acute Myelomonocytic Leukemia<;>Auer Rods Present,NCIT:C7463<;>NCIT:C36250,NCIT
ACUTE LEUKEMIAS OF AMBIGUOUS LINEAGE,Acute Leukemia of Ambiguous Lineage,NCIT:C7464,NCIT
ACUTE LEUKAEMIAS OF AMBIGUOUS LINEAGE,Acute Leukemia of Ambiguous Lineage,NCIT:C7464,NCIT
PURE ERYTHROID LEUKEMIA,Pure Erythroid Leukemia,NCIT:C7467,NCIT
RAEB,Myelodysplastic Syndrome with Excess Blasts,NCIT:C7506,NCIT
MDS WITH EXCESS BLASTS,Myelodysplastic Syndrome with Excess Blasts,NCIT:C7506,NCIT
REFRACTORY ANAEMIA WITH EXCESS BLASTS,Myelodysplastic Syndrome with Excess Blasts,NCIT:C7506,NCIT
ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA,Angioimmunoblastic T-Cell Lymphoma,NCIT:C7528,NCIT
RETINOBLASTOMA,Retinoblastoma,NCIT:C7541,NCIT
RBL,Retinoblastoma,NCIT:C7541,NCIT
OVARIAN SEROUS CARCINOMA,Ovarian Serous Adenocarcinoma,NCIT:C7550,NCIT
SEROUS OVARIAN CANCER,Ovarian Serous Adenocarcinoma,NCIT:C7550,NCIT
SEROUS_CARCINOMA,Ovarian Serous Adenocarcinoma,NCIT:C7550,NCIT
ENDOMETRIAL CARCINOMA,Endometrial Carcinoma,NCIT:C7558,NCIT
ENDOMETRIAL CANCER,Endometrial Carcinoma,NCIT:C7558,NCIT
UCEC_POLE,Endometrial Carcinoma<;>POLE Gene Mutation,NCIT:C7558<;>NCIT:C131797,NCIT
UTERINE MIXED ENDOMETRIAL CARCINOMA,Endometrial Carcinoma<;>Mixed,NCIT:C7558<;>NCIT:C25259,NCIT
UTERINE HYPERMUTATED,Endometrial Carcinoma<;>Microsatellite Instability,NCIT:C7558<;>NCIT:C36318,NCIT
UCEC HM,Endometrial Carcinoma<;>Microsatellite Instability,NCIT:C7558<;>NCIT:C36318,NCIT
UCEC_MSI,Endometrial Carcinoma<;>Microsatellite Instability,NCIT:C7558<;>NCIT:C36318,NCIT
UCEC,Endometrial Carcinoma<;>Uterine Corpus Cancer,NCIT:C7558<;>NCIT:C61574,NCIT
THYMOMA; TYPE C,Thymic Carcinoma,NCIT:C7569,NCIT
THYMIC CARCINOMA,Thymic Carcinoma,NCIT:C7569,NCIT
 TYPE C,Thymic Carcinoma,NCIT:C7569,NCIT
TC: UNDIFFERENZIATED,Thymic Carcinoma<;>Undifferentiated,NCIT:C7569<;>NCIT:C14176,NCIT
TC: UNDIFERENTIATED,Thymic Carcinoma<;>Undifferentiated,NCIT:C7569<;>NCIT:C14176,NCIT
TC: UNDIFFERENTIATED,Thymic Carcinoma<;>Undifferentiated,NCIT:C7569<;>NCIT:C14176,NCIT
TC:UNDIFFERENTIATED,Thymic Carcinoma<;>Undifferentiated,NCIT:C7569<;>NCIT:C14176,NCIT
RENAL MEDULLARY CARCINOMA,Kidney Medullary Carcinoma,NCIT:C7572,NCIT
MYOEPITHELIAL CARCINOMA,Malignant Myoepithelioma,NCIT:C7596,NCIT
SOFT TISSUE MYOEPITHELIAL CARCINOMA,Malignant Myoepithelioma,NCIT:C7596,NCIT
AML WITH MYELODYSPLASIA-RELATED CHANGES,Acute Myeloid Leukemia with Myelodysplasia-Related Changes,NCIT:C7600,NCIT
ACUTE MYELOID LEUKEMIA WITH MYELODYSPLASIA RELATED CHANGES,Acute Myeloid Leukemia with Myelodysplasia-Related Changes,NCIT:C7600,NCIT
PERITONEAL MESOTHELIOMA,Peritoneal Mesothelioma,NCIT:C7633,NCIT
SOLITARY FIBROUS TUMOR,Solitary Fibrous Tumor,NCIT:C7634,NCIT
SOLITARY FIBROUS TUMOR/HEMANGIOPERICYTOMA,Solitary Fibrous Tumor,NCIT:C7634,NCIT
ADAMANTINOMA,Adamantinoma,NCIT:C7644,NCIT
INFILTRATING DUCTAL AND LOBULAR CARCINOMA,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,NCIT:C7688,NCIT
INVASIVE DUCTAL AND LOBULAR CARCINOMA,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,NCIT:C7688,NCIT
CANCER IDENTIFICATION MIDLC,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,NCIT:C7688,NCIT
OVARIAN ADENOCARCINOMA,Ovarian Adenocarcinoma,NCIT:C7700,NCIT
OVARY_ADENOCARCINOMA,Ovarian Adenocarcinoma,NCIT:C7700,NCIT
UVEAL MELANOMA,Uveal Melanoma,NCIT:C7712,NCIT
UVM,Uveal Melanoma,NCIT:C7712,NCIT
UVEAL_MELANOMA,Uveal Melanoma,NCIT:C7712,NCIT
MELANOMA UVEAL,Uveal Melanoma,NCIT:C7712,NCIT
UM,Uveal Melanoma,NCIT:C7712,NCIT
APPENDICEAL ADENOCARCINOMA,Appendix Adenocarcinoma,NCIT:C7718,NCIT
APAD,Appendix Adenocarcinoma,NCIT:C7718,NCIT
"CARCINOMA, GINGIVAL",Gingival Carcinoma,NCIT:C7721,NCIT
7-IDH1,IDH1 Gene,NCIT:C77215,NCIT
SMALL BOWEL CANCER,Small Intestinal Carcinoma,NCIT:C7724,NCIT
SMALL INTESTINAL CARCINOMA,Small Intestinal Carcinoma,NCIT:C7724,NCIT
SBS,Small Intestinal Carcinoma,NCIT:C7724,NCIT
SMALL BOWEL CARCINOMA,Small Intestinal Carcinoma,NCIT:C7724,NCIT
PENILE SQUAMOUS CELL CARCINOMA,Squamous Cell Carcinoma of the Penis,NCIT:C7729,NCIT
ABDOMINAL WALL,Abdominal Wall,NCIT:C77608,NCIT
PLEURAL FLUID,Pleural Fluid,NCIT:C77613,NCIT
SMALL BOWEL ADENOCARCINOMA,Small Intestinal Adenocarcinoma,NCIT:C7888,NCIT
DUODENAL ADENOCARCINOMA,Duodenal Adenocarcinoma,NCIT:C7889,NCIT
DUODENAL_ADENOCARCINOMA,Duodenal Adenocarcinoma,NCIT:C7889,NCIT
HEPATOBILIARY CANCER,Liver and Intrahepatic Bile Duct Carcinoma,NCIT:C7927,NCIT
"LIVER CANCER, NOS",Liver and Intrahepatic Bile Duct Carcinoma,NCIT:C7927,NCIT
"BILIARY TRACT CANCER, NOS",Liver and Intrahepatic Bile Duct Carcinoma,NCIT:C7927,NCIT
LIVER_CANCER,Liver and Intrahepatic Bile Duct Carcinoma,NCIT:C7927,NCIT
BREAST INVASIVE LOBULAR CARCINOMA,Invasive Breast Lobular Carcinoma,NCIT:C7950,NCIT
INFILTRATING LOBULAR CARCINOMA,Invasive Breast Lobular Carcinoma,NCIT:C7950,NCIT
CANCER IDENTIFICATION ILC,Invasive Breast Lobular Carcinoma,NCIT:C7950,NCIT
ILC HR+HER2-,Invasive Breast Lobular Carcinoma<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT:C7950<;>NCIT:C157056<;>NCIT:C68749,NCIT
COLON MUCINOUS ADENOCARCINOMA,Colon Mucinous Adenocarcinoma,NCIT:C7966,NCIT
RECTAL MUCINOUS ADENOCARCINOMA,Rectal Mucinous Adenocarcinoma,NCIT:C7973,NCIT
MUCINOUS ADENOCARCINOMA OF THE COLON AND RECTUM,Rectal Mucinous Adenocarcinoma<;>Colon Mucinous Adenocarcinoma,NCIT:C7973<;>NCIT:C7966,NCIT
