original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
HEAD AND NECK CARCINOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C4013,NCIT,Malignant Head and Neck Neoplasm,NCIT_C4013,
BONE CANCER,http://purl.obolibrary.org/obo/NCIT_C4016,NCIT,Malignant Bone Neoplasm,NCIT_C4016,
BONE_CANCER,http://purl.obolibrary.org/obo/NCIT_C4016,NCIT,Malignant Bone Neoplasm,NCIT_C4016,
DUCTAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
BREAST DUCTAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
DUCTAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
DUCTAL CARCINOMA- MAMMARY GLAND,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
BREAST_DUCTAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
DUCTAL/NST,http://purl.obolibrary.org/obo/NCIT_C4017,NCIT,Breast Ductal Carcinoma,NCIT_C4017,
DUCTAL CARCINOMA- MAMMARY GLAND; BREAST; DUCT; METASTATIC SITE: PLEURAL EFFUSION;,http://purl.obolibrary.org/obo/NCIT_C4017<;>http://purl.obolibrary.org/obo/NCIT_C3331<;>http://purl.obolibrary.org/obo/NCIT_C172233,NCIT,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,NCIT_C4017<;>NCIT_C3331<;>NCIT_C172233,
BREAST DUCTAL TRIPLE NEGATIVE,http://purl.obolibrary.org/obo/NCIT_C4017<;>http://purl.obolibrary.org/obo/NCIT_C71428,NCIT,Breast Ductal Carcinoma<;>Triple-Negative Breast Cancer Finding,NCIT_C4017<;>NCIT_C71428,
UTERINE EPITHELIOID LEIOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C40174,NCIT,Uterine Corpus Epithelioid Leiomyosarcoma,NCIT_C40174,
UTERINE MYXOID LEIOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C40175,NCIT,Uterine Corpus Myxoid Leiomyosarcoma,NCIT_C40175,
UTERINE SMOOTH MUSCLE TUMOR OF UNCERTAIN MALIGNANT POTENTIAL,http://purl.obolibrary.org/obo/NCIT_C40177,NCIT,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential,NCIT_C40177,
UTERINE PERIVASCULAR EPITHELIOID CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C40180,NCIT,Uterine Corpus PEComa,NCIT_C40180,
CERVICAL_SQUAMOUS,http://purl.obolibrary.org/obo/NCIT_C40195,NCIT,Cervical Squamous Neoplasm,NCIT_C40195,
FIBROBLASTIC OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4020,NCIT,Fibroblastic Osteosarcoma,NCIT_C4020,
INTESTINAL TYPE MUCINOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C40203,NCIT,"Cervical Mucinous Adenocarcinoma, Intestinal-Type",NCIT_C40203,
CHONDROBLASTIC OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4021,NCIT,Chondroblastic Osteosarcoma,NCIT_C4021,
ACRAL MELANOMA,http://purl.obolibrary.org/obo/NCIT_C4022,NCIT,Acral Lentiginous Melanoma,NCIT_C4022,
ACRAL LENTIGINOUS,http://purl.obolibrary.org/obo/NCIT_C4022,NCIT,Acral Lentiginous Melanoma,NCIT_C4022,
ACRAL,http://purl.obolibrary.org/obo/NCIT_C4022,NCIT,Acral Lentiginous Melanoma,NCIT_C4022,
SMALL CELL OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4023,NCIT,Small Cell Osteosarcoma,NCIT_C4023,
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4024,NCIT,Esophageal Squamous Cell Carcinoma,NCIT_C4024,
ESOPHAGUS SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4024,NCIT,Esophageal Squamous Cell Carcinoma,NCIT_C4024,
ESOPHAGUS_SQUAMOUS,http://purl.obolibrary.org/obo/NCIT_C4024,NCIT,Esophageal Squamous Cell Carcinoma,NCIT_C4024,
OESOPHAGEAL SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4024,NCIT,Esophageal Squamous Cell Carcinoma,NCIT_C4024,
ESOPHAGEAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4025,NCIT,Esophageal Adenocarcinoma,NCIT_C4025,
ESOPHAGEAL ADENOCARINOMA,http://purl.obolibrary.org/obo/NCIT_C4025,NCIT,Esophageal Adenocarcinoma,NCIT_C4025,
"ESOPHAGUS ADENOCARCINOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C4025,NCIT,Esophageal Adenocarcinoma,NCIT_C4025,
ESOPHAGUS_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4025,NCIT,Esophageal Adenocarcinoma,NCIT_C4025,
ESCA_GS,http://purl.obolibrary.org/obo/NCIT_C4025,NCIT,Esophageal Adenocarcinoma,NCIT_C4025,
ESCA_POLE,http://purl.obolibrary.org/obo/NCIT_C4025<;>http://purl.obolibrary.org/obo/NCIT_C131797,NCIT,Esophageal Adenocarcinoma<;>POLE Gene Mutation,NCIT_C4025<;>NCIT_C131797,
ESCA_MSI,http://purl.obolibrary.org/obo/NCIT_C4025<;>http://purl.obolibrary.org/obo/NCIT_C36318,NCIT,Esophageal Adenocarcinoma<;>Microsatellite Instability,NCIT_C4025<;>NCIT_C36318,
ESCA_ESCC,http://purl.obolibrary.org/obo/NCIT_C4025<;>http://purl.obolibrary.org/obo/NCIT_C4024,NCIT,Esophageal Adenocarcinoma<;>Esophageal Squamous Cell Carcinoma,NCIT_C4025<;>NCIT_C4024,
ESCA_CIN,http://purl.obolibrary.org/obo/NCIT_C4025<;>http://purl.obolibrary.org/obo/NCIT_C48195,NCIT,Esophageal Adenocarcinoma<;>Chromosomal Instability,NCIT_C4025<;>NCIT_C48195,
CERVICAL SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4028,NCIT,Cervical Squamous Cell Carcinoma,NCIT_C4028,
CERVICAL SQUAMOUS CELL,http://purl.obolibrary.org/obo/NCIT_C4028,NCIT,Cervical Squamous Cell Carcinoma,NCIT_C4028,
CESC_SQUAMOUSCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4028,NCIT,Cervical Squamous Cell Carcinoma,NCIT_C4028,
CESC,http://purl.obolibrary.org/obo/NCIT_C4028,NCIT,Cervical Squamous Cell Carcinoma,NCIT_C4028,
CESC_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4028<;>http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Squamous Cell Carcinoma<;>Cervical Adenocarcinoma,NCIT_C4028<;>NCIT_C4029,
ENDOCERVICAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Adenocarcinoma,NCIT_C4029,
CERVICAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Adenocarcinoma,NCIT_C4029,
ENDOCERVICAL TYPE OF ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Adenocarcinoma,NCIT_C4029,
ENDOCERVICAL ADENOCARCINOMA OF THE USUAL TYPE,http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Adenocarcinoma,NCIT_C4029,
CERVICAL_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4029,NCIT,Cervical Adenocarcinoma,NCIT_C4029,
UROTHELIAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4030,NCIT,Urothelial Carcinoma,NCIT_C4030,
UROTHELIAL CARCINOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C4030,NCIT,Urothelial Carcinoma,NCIT_C4030,
BLADDER SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4031,NCIT,Bladder Squamous Cell Carcinoma,NCIT_C4031,
BLADDER_SQUAMOUS,http://purl.obolibrary.org/obo/NCIT_C4031,NCIT,Bladder Squamous Cell Carcinoma,NCIT_C4031,
SEBACEOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C40310,NCIT,Sebaceous Carcinoma,NCIT_C40310,
PILOMYXOID ASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C40315,NCIT,Pilomyxoid Astrocytoma,NCIT_C40315,
BLADDER ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4032,NCIT,Bladder Adenocarcinoma,NCIT_C4032,
RENAL CLEAR CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
CLEAR CELL RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
CCRCC,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
"RENAL CARCINOMA, CLEAR CELL",http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
CLEAR_CELL_RENAL_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
KIDNEY CLEAR CELL RENAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
RENAL CLEAR CELL,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
KIRC,http://purl.obolibrary.org/obo/NCIT_C4033,NCIT,Clear Cell Renal Cell Carcinoma,NCIT_C4033,
HYPERNEPHROMA-PD,http://purl.obolibrary.org/obo/NCIT_C4033<;>http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,NCIT_C4033<;>NCIT_C14167,
PAPILLARY THYROID CANCER,http://purl.obolibrary.org/obo/NCIT_C4035,NCIT,Thyroid Gland Papillary Carcinoma,NCIT_C4035,
PAPILLARY THROID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4035,NCIT,Thyroid Gland Papillary Carcinoma,NCIT_C4035,
THYROID PAPILLARY,http://purl.obolibrary.org/obo/NCIT_C4035,NCIT,Thyroid Gland Papillary Carcinoma,NCIT_C4035,
THPA,http://purl.obolibrary.org/obo/NCIT_C4035,NCIT,Thyroid Gland Papillary Carcinoma,NCIT_C4035,
RARS,http://purl.obolibrary.org/obo/NCIT_C4036,NCIT,Myelodysplastic Syndrome with Ring Sideroblasts,NCIT_C4036,
MDS WITH RING SIDEROBLASTS,http://purl.obolibrary.org/obo/NCIT_C4036,NCIT,Myelodysplastic Syndrome with Ring Sideroblasts,NCIT_C4036,
CARCINOSARCOMA-MAMMARY GLAND; BREAST,http://purl.obolibrary.org/obo/NCIT_C40364,NCIT,Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT_C40364,
CARCINOSARCOMA-MAMMARY GLAND,http://purl.obolibrary.org/obo/NCIT_C40364,NCIT,Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT_C40364,
"BREAST INVASIVE CARCINOSARCOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C40364,NCIT,Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT_C40364,
BREAST MICROINVASIVE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C40374,NCIT,Microinvasive Breast Carcinoma,NCIT_C40374,
LUNG NEUROENDOCRINE TUMOR,http://purl.obolibrary.org/obo/NCIT_C4038,NCIT,Lung Carcinoid Tumor,NCIT_C4038,
LUNG CARCINOID,http://purl.obolibrary.org/obo/NCIT_C4038,NCIT,Lung Carcinoid Tumor,NCIT_C4038,
LUNG_CARCINOID,http://purl.obolibrary.org/obo/NCIT_C4038,NCIT,Lung Carcinoid Tumor,NCIT_C4038,
LUNG NEUROENDOCRINE,http://purl.obolibrary.org/obo/NCIT_C4038,NCIT,Lung Carcinoid Tumor,NCIT_C4038,
LNET,http://purl.obolibrary.org/obo/NCIT_C4038,NCIT,Lung Carcinoid Tumor,NCIT_C4038,
"SQUAMOUS CELL CARCINOMA, BUCCAL MUCOSA",http://purl.obolibrary.org/obo/NCIT_C4040,NCIT,Buccal Mucosa Squamous Cell Carcinoma,NCIT_C4040,
HYPOPHARYNX SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4043,NCIT,Hypopharyngeal Squamous Cell Carcinoma,NCIT_C4043,
"SQUAMOUS CELL CARCINOMA, HYPOPHARYNGEAL",http://purl.obolibrary.org/obo/NCIT_C4043,NCIT,Hypopharyngeal Squamous Cell Carcinoma,NCIT_C4043,
HYPOPHARYNGEAL,http://purl.obolibrary.org/obo/NCIT_C4043,NCIT,Hypopharyngeal Squamous Cell Carcinoma,NCIT_C4043,
SCCOHT,http://purl.obolibrary.org/obo/NCIT_C40439,NCIT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",NCIT_C40439,
SMALL CELL CARCINOMA OF THE OVARY HYPERCALCEMIC TYPE SCCOHT,http://purl.obolibrary.org/obo/NCIT_C40439,NCIT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",NCIT_C40439,
LARYNX SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4044,NCIT,Laryngeal Squamous Cell Carcinoma,NCIT_C4044,
"SQUAMOUS CELL CARCINOMA, LARYNGEAL",http://purl.obolibrary.org/obo/NCIT_C4044,NCIT,Laryngeal Squamous Cell Carcinoma,NCIT_C4044,
PILOCYTIC ASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C4047,NCIT,Pilocytic Astrocytoma,NCIT_C4047,
PAST,http://purl.obolibrary.org/obo/NCIT_C4047,NCIT,Pilocytic Astrocytoma,NCIT_C4047,
ANAPLASTIC EPENDYMOMA,http://purl.obolibrary.org/obo/NCIT_C4049,NCIT,Anaplastic Ependymoma,NCIT_C4049,
OLIGOASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C4050,NCIT,Oligoastrocytoma,NCIT_C4050,
ANAPLASTIC MENINGIOMA,http://purl.obolibrary.org/obo/NCIT_C4051,NCIT,Anaplastic (Malignant) Meningioma,NCIT_C4051,
"SQUAMOUS CELL CARCINOMA, VULVAR",http://purl.obolibrary.org/obo/NCIT_C4052,NCIT,Vulvar Squamous Cell Carcinoma,NCIT_C4052,
METASTATIC DISEASE,http://purl.obolibrary.org/obo/NCIT_C40557,NCIT,Metastatic Lesion,NCIT_C40557,
METASTATIC DISEASE CONFIRMED,http://purl.obolibrary.org/obo/NCIT_C40557,NCIT,Metastatic Lesion,NCIT_C40557,
RECURRENT METASTATIC DISEASE,http://purl.obolibrary.org/obo/NCIT_C40557<;>http://purl.obolibrary.org/obo/NCIT_C14173,NCIT,Metastatic Lesion<;>Recurrent,NCIT_C40557<;>NCIT_C14173,
MESONEPHRIC CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4072,NCIT,Mesonephric Adenocarcinoma,NCIT_C4072,
CENTROBLASTIC,http://purl.obolibrary.org/obo/NCIT_C4074,NCIT,Centroblastic Lymphoma,NCIT_C4074,
ENDOCRINE,http://purl.obolibrary.org/obo/NCIT_C41064,NCIT,Endocrine,NCIT_C41064,
SCHMINKE TUMOR/LYMPHOEPITHELIAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4107,NCIT,Nasopharyngeal-Type Undifferentiated Carcinoma,NCIT_C4107,
PILOMATRIX CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4114,NCIT,Pilomatrical Carcinoma,NCIT_C4114,
CUTANEOUS MALIGNANCY OF HAIR MATRIX CELLS,http://purl.obolibrary.org/obo/NCIT_C4114,NCIT,Pilomatrical Carcinoma,NCIT_C4114,
PAPILLARY_TRANSITIONAL_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4122,NCIT,Papillary Transitional Cell Carcinoma,NCIT_C4122,
"PRIMARY MYELOFIBROSIS,OVERT FIBROTIC STAGE",http://purl.obolibrary.org/obo/NCIT_C41238,NCIT,Overt Primary Myelofibrosis,NCIT_C41238,
MUCINOUS CYSTIC NEOPLASM,http://purl.obolibrary.org/obo/NCIT_C41247,NCIT,Pancreatic Mucinous-Cystic Neoplasm,NCIT_C41247,
FIBROLAMELLAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4131,NCIT,Fibrolamellar Carcinoma,NCIT_C4131,
FIBROLAMELLAR HEPATOCELLUAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4131,NCIT,Fibrolamellar Carcinoma,NCIT_C4131,
CHROMOPHOBE RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
KIDNEY CHROMOPHOBE,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
CHROMOPHOBE RENAL CELL CARCINOMAÂ ,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
CHROMOPHOBE,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
CHROMOPHOBE KIDNEY RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
KICH,http://purl.obolibrary.org/obo/NCIT_C4146,NCIT,Chromophobe Renal Cell Carcinoma,NCIT_C4146,
"ADENOCARCINOMA, MIXED",http://purl.obolibrary.org/obo/NCIT_C4158,NCIT,Mixed Cell Adenocarcinoma,NCIT_C4158,
DESMOPLASTIC,http://purl.obolibrary.org/obo/NCIT_C41603,NCIT,Desmoplastic,NCIT_C41603,
JUVENILE SECRETORY CARCINOMA OF THE BREAST,http://purl.obolibrary.org/obo/NCIT_C4189,NCIT,Breast Secretory Carcinoma,NCIT_C4189,
INFILTRATING DUCTAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
IDC,http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
BREAST INVASIVE DUCTAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
"BREAST INVASIVE CARCINOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
INVASIVE_DUCTAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
CANCER IDENTIFICATION IDC,http://purl.obolibrary.org/obo/NCIT_C4194,NCIT,Invasive Breast Carcinoma of No Special Type,NCIT_C4194,
IDC HR+HER2+,http://purl.obolibrary.org/obo/NCIT_C4194<;>http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Positive,NCIT_C4194<;>NCIT_C157056<;>NCIT_C68748,
IDC HR+HER2-,http://purl.obolibrary.org/obo/NCIT_C4194<;>http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT_C4194<;>NCIT_C157056<;>NCIT_C68749,
IDC HR-HER2+,http://purl.obolibrary.org/obo/NCIT_C4194<;>http://purl.obolibrary.org/obo/NCIT_C165743<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Negative Breast Carcinoma<;>HER2/Neu Positive,NCIT_C4194<;>NCIT_C165743<;>NCIT_C68748,
IDC TN,http://purl.obolibrary.org/obo/NCIT_C4194<;>http://purl.obolibrary.org/obo/NCIT_C71428,NCIT,Invasive Breast Carcinoma of No Special Type<;>Triple-Negative Breast Cancer Finding,NCIT_C4194<;>NCIT_C71428,
EPITHELIAL-MYOEPITHELIAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4199,NCIT,Epithelial-Myoepithelial Carcinoma,NCIT_C4199,
"GANGLIONEUROBLASTOMA, INTERMIXED",http://purl.obolibrary.org/obo/NCIT_C42057,NCIT,"Ganglioneuroblastoma, Intermixed",NCIT_C42057,
"GANGLIONEUROBLASTOMA, NODULAR",http://purl.obolibrary.org/obo/NCIT_C42058,NCIT,"Ganglioneuroblastoma, Nodular",NCIT_C42058,
"GANGLIONEUROMA, MATURING SUBTYPE OR GANGLIONEUROBLASTOMA, WELL DIFFERENTIATED",http://purl.obolibrary.org/obo/NCIT_C42064<;>http://purl.obolibrary.org/obo/NCIT_C3790<;>http://purl.obolibrary.org/obo/NCIT_C14171,NCIT,Maturing Ganglioneuroma<;>Ganglioneuroblastoma<;>Well Differentiated,NCIT_C42064<;>NCIT_C3790<;>NCIT_C14171,
GLOMANGIOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4221,NCIT,Malignant Glomus Tumor,NCIT_C4221,
AMELANOTIC NODULAR,http://purl.obolibrary.org/obo/NCIT_C4225,NCIT,Cutaneous Nodular Melanoma,NCIT_C4225,
INFANTILE FIBROSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4244,NCIT,Infantile Fibrosarcoma,NCIT_C4244,
INFANTILE SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4244,NCIT,Infantile Sarcoma,NCIT_C4244,
MALIGNANT FIBROUS HISTIOCYTOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
MALIGNANT FIBROUS HISTIOCYTOMA-PLEOMORPHIC SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
UNDIFFERENTIATED PLEOMORPHIC SARCOMA UPS,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
PLEOMORPHIC 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
PLEOMORPHIC SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
PLEOMORPHIC_SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
UNDIFFERENTIATED PLEOMORPHIC SARCOMA MALIGNANT FIBROUS HISTIOCYTOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
UNDIFFERENTIATED PLEOMORPHIC SARCOMA/MALIGANT FIBROUS HISTIOCYTOMA/HIGH-GRADE SPINDLE CELL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
MALIGNANT_FIBROUS_HISTIOCYTOMA,http://purl.obolibrary.org/obo/NCIT_C4247,NCIT,Undifferentiated Pleomorphic Sarcoma,NCIT_C4247,
UNDIFFERENTIATED PLEOMORPHIC SARCOMA/MALIGNANT FIBROUS HISTIOCYTOMA/HIGH-GRADE SPINDLE CELL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4247<;>http://purl.obolibrary.org/obo/NCIT_C121797,NCIT,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,NCIT_C4247<;>NCIT_C121797,
SARCOMA UPS/MXF,http://purl.obolibrary.org/obo/NCIT_C4247<;>http://purl.obolibrary.org/obo/NCIT_C6496,NCIT,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT_C4247<;>NCIT_C6496,
SARC UPSMFS,http://purl.obolibrary.org/obo/NCIT_C4247<;>http://purl.obolibrary.org/obo/NCIT_C6496,NCIT,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT_C4247<;>NCIT_C6496,
SARC_MFS/UPS,http://purl.obolibrary.org/obo/NCIT_C4247<;>http://purl.obolibrary.org/obo/NCIT_C6496,NCIT,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT_C4247<;>NCIT_C6496,
WDLPS,http://purl.obolibrary.org/obo/NCIT_C4250,NCIT,Well Differentiated Liposarcoma,NCIT_C4250,
RENAL LEIOMYOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C4257<;>http://purl.obolibrary.org/obo/NCIT_C159209,NCIT,Bizarre Leiomyoma<;>Kidney Leiomyoma,NCIT_C4257<;>NCIT_C159209,
RENAL_LEIOMYOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C4257<;>http://purl.obolibrary.org/obo/NCIT_C159209,NCIT,Bizarre Leiomyoma<;>Kidney Leiomyoma,NCIT_C4257<;>NCIT_C159209,
PLEOMORPHIC RHABDOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C4258,NCIT,Pleomorphic Rhabdomyosarcoma,NCIT_C4258,
MIXED 80% ALVEOLAR,http://purl.obolibrary.org/obo/NCIT_C4259,NCIT,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,NCIT_C4259,
LOW-GRADE ENDOMETRIAL STROMAL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C4263,NCIT,Low Grade Endometrioid Stromal Sarcoma,NCIT_C4263,
PANCREATOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C4265,NCIT,Pancreatoblastoma,NCIT_C4265,
UTERINE CARCINOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C42700,NCIT,Uterine Carcinosarcoma,NCIT_C42700,
UCS,http://purl.obolibrary.org/obo/NCIT_C42700,NCIT,Uterine Carcinosarcoma,NCIT_C42700,
UTERINE CARCINOSARCOMA/UTERINE MALIGNANT MIXED MULLERIAN TUMOR,http://purl.obolibrary.org/obo/NCIT_C42700<;>http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Uterine Carcinosarcoma<;>Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C42700<;>NCIT_C8975,
UTERINE CARCINOSARCOMA/ MALIGNANT MIXED MULLERIAN TUMOR MMMT: NOS,http://purl.obolibrary.org/obo/NCIT_C42700<;>http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Uterine Carcinosarcoma<;>Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C42700<;>NCIT_C8975,
SYNOVIAL SARCOMA - BIPHASIC,http://purl.obolibrary.org/obo/NCIT_C4279,NCIT,Biphasic Synovial Sarcoma,NCIT_C4279,
BIPHASIC MESOTHELIOMA,http://purl.obolibrary.org/obo/NCIT_C4282,NCIT,Biphasic Mesothelioma,NCIT_C4282,
